sleep_log_entry_id,timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
48988871406,2025-04-16T06:58:30Z,76,,76,,55,64,0.08323959505061868
48977379538,2025-04-15T08:18:30Z,71,,71,,59,65,0.09392898052691867
48967692815,2025-04-14T09:27:30Z,84,,84,,122,65,0.10564102564102563
48959170544,2025-04-13T07:16:00Z,73,,73,,79,65,0.0633245382585752
48948016693,2025-04-12T05:12:30Z,70,,70,,14,63,0.043052837573385516
48939703328,2025-04-11T06:58:30Z,71,,71,,39,64,0.10189982728842832
48929752412,2025-04-10T08:50:30Z,68,,68,,87,64,0.12172088142707241
48921919209,2025-04-09T08:46:00Z,79,,79,,85,65,0.09566074950690336
48909550133,2025-04-08T06:29:00Z,78,,78,,29,66,0.06666666666666667
48899204997,2025-04-07T09:18:30Z,83,,83,,64,68,0.08661417322834646
48889265514,2025-04-06T09:23:30Z,82,,82,,72,66,0.07135777998017839
48878761114,2025-04-05T09:05:00Z,79,,79,,106,64,0.06257982120051085
48869629013,2025-04-04T09:25:30Z,79,,79,,119,64,0.10653536257833482
48859434769,2025-04-03T09:43:30Z,80,,80,,50,64,0.10948191593352884
48848732513,2025-04-02T09:03:30Z,79,,79,,99,64,0.11665004985044865
48828741265,2025-03-31T07:46:30Z,83,,83,,86,65,0.08916586768935762
48817247385,2025-03-30T07:58:00Z,78,,78,,57,66,0.08491620111731843
48805808200,2025-03-29T08:01:00Z,71,,71,,32,65,0.07170294494238157
48788442975,2025-03-27T08:57:00Z,79,,79,,68,66,0.09703504043126684
48774940286,2025-03-26T07:59:30Z,71,,71,,27,68,0.09771986970684039
48766556015,2025-03-25T08:16:00Z,75,,75,,40,68,0.07227615965480043
48756877183,2025-03-24T08:38:00Z,79,,79,,96,70,0.09137055837563451
48746781469,2025-03-23T13:25:30Z,79,,79,,60,70,0.038408779149519894
48728894042,2025-03-22T08:00:30Z,75,,75,,57,70,0.07069555302166476
48726414337,2025-03-21T10:03:30Z,78,,78,,60,69,0.05606523955147808
48712900840,2025-03-20T08:27:00Z,70,,70,,67,68,0.07061790668348046
48705926204,2025-03-19T09:41:00Z,70,,70,,72,65,0.1080669710806697
48693985130,2025-03-18T08:51:30Z,72,,72,,52,63,0.1465603190428714
48684384066,2025-03-17T09:18:30Z,82,,82,,80,62,0.09941027801179445
48673190620,2025-03-16T05:28:30Z,67,,67,,54,63,0.11122994652406418
48661335545,2025-03-15T10:36:30Z,78,,78,,55,64,0.10232558139534884
48653480036,2025-03-14T10:21:30Z,87,,87,,105,66,0.08026208026208026
48629944350,2025-03-12T04:25:00Z,51,,51,,35,65,0.10091743119266056
48624745437,2025-03-11T10:27:00Z,81,,81,,61,64,0.09636517328825021
48612574768,2025-03-10T08:00:30Z,67,,67,,13,66,0.09212481426448738
48601796490,2025-03-09T10:46:30Z,88,,88,,90,66,0.09047619047619047
48588330497,2025-03-08T01:11:00Z,48,,48,,,64,0.20681265206812652
48582687448,2025-03-07T06:09:00Z,74,,74,,82,63,0.09299655568312284
48574288965,2025-03-06T07:57:30Z,80,,80,,56,64,0.09611451942740286
48554936799,2025-03-04T09:47:00Z,75,,75,,52,66,0.11058823529411765
48545270302,2025-03-03T09:13:30Z,82,,82,,42,68,0.09766637856525497
48533986782,2025-03-02T06:17:30Z,55,,55,,62,66,0.16033755274261605
48526086951,2025-03-01T09:14:00Z,74,,74,,79,64,0.12648221343873517
48512968212,2025-02-28T09:18:30Z,83,,83,,77,63,0.11066559743384122
48506386308,2025-02-27T09:10:00Z,78,,78,,83,62,0.11784897025171624
48495384449,2025-02-26T09:37:00Z,86,,86,,102,62,0.08657243816254417
48486695681,2025-02-25T09:45:00Z,89,,89,,50,63,0.09622641509433963
48474716704,2025-02-24T05:57:30Z,72,,72,,27,64,0.07240948813982521
48466528854,2025-02-23T09:39:30Z,70,,70,,31,64,0.07202881152460984
48455202097,2025-02-22T08:00:00Z,73,,73,,67,66,0.12827586206896552
48446815647,2025-02-21T09:34:30Z,74,,74,,68,66,0.13266239707227814
48436318999,2025-02-20T07:49:30Z,70,,70,,36,68,0.0926130099228225
48425656758,2025-02-19T09:13:00Z,77,,77,,75,66,0.11290322580645161
48415960537,2025-02-18T08:34:30Z,70,,70,,44,68,0.11506524317912219
48405725966,2025-02-17T08:32:30Z,68,,68,,14,66,0.11069182389937107
48394043177,2025-02-16T09:00:30Z,81,,81,,51,67,0.06790799561883899
48383764506,2025-02-15T05:58:00Z,68,,68,,22,68,0.10863095238095238
48376896145,2025-02-14T07:41:30Z,62,,62,,68,67,0.11533586818757921
48366959353,2025-02-13T08:30:30Z,74,,74,,66,64,0.09940357852882704
48354582678,2025-02-12T08:56:30Z,78,,78,,70,64,0.12295081967213115
48348386858,2025-02-11T06:58:00Z,76,,76,,67,65,0.076
48338235868,2025-02-10T09:14:00Z,86,,86,,75,66,0.09210526315789473
48327828786,2025-02-09T09:26:30Z,75,,75,,82,66,0.104638619201726
48317627082,2025-02-08T08:21:30Z,70,,70,,70,65,0.1011378002528445
48309790100,2025-02-07T07:54:30Z,73,,73,,79,64,0.08216216216216216
48299784504,2025-02-06T08:15:00Z,81,,81,,122,64,0.11658291457286432
48289163723,2025-02-05T08:58:30Z,76,,76,,68,64,0.09746192893401015
48279889184,2025-02-04T07:52:00Z,70,,70,,69,64,0.08598726114649681
48269178901,2025-02-03T07:47:00Z,77,,77,,85,66,0.08661417322834646
48258025108,2025-02-02T08:36:30Z,78,,78,,72,68,0.0721951219512195
48249768686,2025-02-01T08:50:30Z,75,,75,,80,71,0.11123348017621146
48240890758,2025-01-31T07:44:30Z,72,,72,,62,69,0.091324200913242
48231948149,2025-01-30T08:31:30Z,71,,71,,47,70,0.1043360433604336
48221760611,2025-01-29T09:09:30Z,68,,68,,101,68,0.10848549946294307
48211289112,2025-01-28T08:14:30Z,73,,73,,75,66,0.09070034443168772
48202131021,2025-01-27T08:01:00Z,73,,73,,69,67,0.09053069719042664
48192286307,2025-01-26T08:03:30Z,60,,60,,29,65,0.10453648915187377
48182240269,2025-01-25T08:50:00Z,75,,75,,62,64,0.09716599190283401
48173054898,2025-01-24T07:49:00Z,67,,67,,20,64,0.12195121951219512
48163603836,2025-01-23T08:15:30Z,81,,81,,80,64,0.0784313725490196
48155121988,2025-01-22T07:51:30Z,72,,72,,85,62,0.08900523560209424
48046969456,2025-01-11T07:05:00Z,64,,64,,42,61,0.09684684684684684
48036352665,2025-01-10T05:59:30Z,64,,64,,27,62,0.08897742363877822
48027892965,2025-01-09T09:05:00Z,79,,79,,86,62,0.13949433304272013
48018230092,2025-01-08T08:55:00Z,84,,84,,77,63,0.10412926391382406
48007548512,2025-01-07T11:00:00Z,78,,78,,78,65,0.12927191679049035
47986025811,2025-01-05T05:25:00Z,67,,67,,47,62,0.060810810810810814
47976571993,2025-01-04T09:01:30Z,78,,78,,54,63,0.07862679955703211
47968365758,2025-01-03T10:05:00Z,83,,83,,40,62,0.10328185328185328
47958590263,2025-01-02T10:09:30Z,81,,81,,89,62,0.10530749789385004
47948773287,2025-01-01T09:31:30Z,78,,78,,55,62,0.10772578890097932
47938241647,2024-12-31T10:45:00Z,66,,66,,56,63,0.1336842105263158
47928416770,2024-12-30T09:07:00Z,83,,83,,83,65,0.06638115631691649
47919530880,2024-12-29T09:03:30Z,72,,72,,57,63,0.124634858812074
47908106753,2024-12-28T06:41:00Z,64,,64,,22,64,0.06260575296108291
47899319686,2024-12-27T08:52:00Z,73,,73,,82,64,0.08635794743429287
47886826945,2024-12-26T07:50:30Z,74,,74,,58,63,0.06134969325153374
47879967023,2024-12-25T09:34:00Z,72,,72,,60,62,0.10048780487804879
47870940973,2024-12-24T08:32:00Z,67,,67,,36,63,0.0625
47861239727,2024-12-23T10:21:00Z,66,,66,,10,64,0.102803738317757
47859885396,2024-12-23T05:28:30Z,67,,67,,65,64,0.0888208269525268
47852330259,2024-12-22T11:18:30Z,73,,73,,69,66,0.11475409836065574
47842663808,2024-12-21T10:44:30Z,80,,80,,114,68,0.08280254777070063
47831643608,2024-12-20T09:16:00Z,77,,77,,86,65,0.08294392523364486
47804555095,2024-12-17T10:06:30Z,87,,87,,125,67,0.09290096406660824
47795851945,2024-12-16T10:34:00Z,88,,88,,75,68,0.08391608391608392
47785068937,2024-12-15T08:56:30Z,72,,72,,49,69,0.08459214501510574
47770286404,2024-12-14T07:16:00Z,67,,67,,53,68,0.1400862068965517
47764448498,2024-12-13T05:53:30Z,49,,49,,19,66,0.07231040564373897
47731524032,2024-12-10T08:59:30Z,69,,69,,65,68,0.13948717948717948
47723234463,2024-12-09T09:13:30Z,73,,73,,50,68,0.12846865364850976
47703266343,2024-12-07T10:46:30Z,78,,78,,78,67,0.14881439084219134
47692769175,2024-12-06T07:55:30Z,67,,67,,88,66,0.11335578002244669
47685370703,2024-12-05T09:00:00Z,81,,81,,75,67,0.09126594700686948
47675586027,2024-12-04T08:25:30Z,75,,75,,78,67,0.11962833914053426
47664923798,2024-12-03T09:38:30Z,77,,77,,69,67,0.15106580166821132
47654148253,2024-12-02T08:26:30Z,69,,69,,54,65,0.11772315653298836
47643501403,2024-12-01T07:20:00Z,82,,82,,72,66,0.0689289501590668
47634281300,2024-11-30T08:47:00Z,83,,83,,65,66,0.09311348205625607
47625019904,2024-11-29T08:45:00Z,68,,68,,58,66,0.10701956271576525
47600302417,2024-11-27T02:51:30Z,63,,63,,42,67,0.0611764705882353
47593607644,2024-11-26T09:09:00Z,73,,73,,73,65,0.08270676691729323
47583152057,2024-11-25T08:26:00Z,76,,76,,90,66,0.08350515463917525
47573214627,2024-11-24T08:54:00Z,73,,73,,127,64,0.08869395711500974
47562576889,2024-11-23T07:41:00Z,57,,57,,33,64,0.11229135053110774
47552270259,2024-11-22T08:00:30Z,76,,76,,25,64,0.06298342541436464
47544911964,2024-11-21T09:28:30Z,84,,84,,55,65,0.10189982728842832
47525686411,2024-11-20T06:45:00Z,75,,75,,62,65,0.07883211678832117
47517213668,2024-11-19T09:48:30Z,77,,77,,67,66,0.11897435897435897
47506172880,2024-11-18T08:17:00Z,80,,80,,52,68,0.08200734394124846
47497829252,2024-11-17T09:31:00Z,69,,69,,81,66,0.07481296758104738
47488052844,2024-11-16T08:34:00Z,59,,59,,21,66,0.08979591836734693
47476967087,2024-11-15T07:55:30Z,70,,70,,68,65,0.07892004153686397
47467153067,2024-11-14T08:52:00Z,81,,81,,112,64,0.09136546184738956
47457886951,2024-11-13T08:32:00Z,72,,72,,64,64,0.11549295774647887
47448698707,2024-11-12T08:37:30Z,89,,89,,123,65,0.0827966881324747
47433479786,2024-11-11T08:14:30Z,66,,66,,66,64,0.13997985901309165
47427326978,2024-11-10T07:52:00Z,75,,75,,83,64,0.06205250596658711
47416750370,2024-11-09T08:17:30Z,67,,67,,40,65,0.11909262759924386
47407294475,2024-11-08T07:42:00Z,64,,64,,45,62,0.10114702815432743
47397664077,2024-11-07T06:44:00Z,70,,70,,47,64,0.05102040816326531
47387691648,2024-11-06T08:21:00Z,70,,70,,42,66,0.1130690161527166
47379437460,2024-11-05T09:29:30Z,68,,68,,62,65,0.10428736964078796
47369321571,2024-11-04T08:22:30Z,80,,80,,79,64,0.08308308308308308
47344214700,2024-11-02T08:37:00Z,68,,68,,49,65,0.11314984709480122
47337870309,2024-11-01T07:55:30Z,70,,70,,19,63,0.12781065088757396
47328662413,2024-10-31T09:29:00Z,62,,62,,60,62,0.10482921083627797
47318740283,2024-10-30T08:11:30Z,78,,78,,76,63,0.1213640922768305
47308707863,2024-10-29T09:39:30Z,80,,80,,98,65,0.10871694417238002
47297459698,2024-10-28T08:28:30Z,71,,71,,37,64,0.08440913604766634
47287417850,2024-10-27T09:10:30Z,84,,84,,96,66,0.10261374636979671
47267057091,2024-10-25T08:06:30Z,70,,70,,18,65,0.09547738693467336
47256500090,2024-10-24T06:35:30Z,69,,69,,30,65,0.060790273556231005
47247924398,2024-10-23T06:33:30Z,71,,71,,50,66,0.07307692307692308
47236568622,2024-10-22T09:08:00Z,81,,81,,98,67,0.08748728382502544
47226084299,2024-10-21T10:01:00Z,77,,77,,80,67,0.0871177015755329
47215132074,2024-10-20T10:01:00Z,74,,74,,68,66,0.064340239912759
47203848135,2024-10-19T08:30:30Z,73,,73,,68,65,0.08306010928961749
47193804708,2024-10-18T07:54:00Z,68,,68,,74,64,0.08174692049272117
47183039362,2024-10-17T08:54:00Z,67,,67,,49,64,0.11449451887941535
47171898019,2024-10-16T08:20:30Z,79,,79,,77,64,0.10261569416498995
47162141403,2024-10-15T07:31:00Z,76,,76,,55,62,0.079002079002079
47150688708,2024-10-14T08:22:00Z,87,,87,,120,62,0.06820566631689402
47141038944,2024-10-13T09:21:30Z,73,,73,,90,61,0.09834469328140215
47129769476,2024-10-12T07:56:00Z,67,,67,,42,61,0.08446866485013624
47120710851,2024-10-11T08:01:30Z,75,,75,,70,63,0.08633093525179857
47111084723,2024-10-10T09:26:30Z,66,,66,,48,65,0.061823802163833076
47102008426,2024-10-09T08:29:30Z,76,,76,,82,65,0.09596412556053811
47089138574,2024-10-08T06:46:30Z,81,,81,,72,64,0.08180839612486544
47076963791,2024-10-07T06:12:30Z,75,,75,,37,63,0.051698670605613
47071047462,2024-10-06T09:34:30Z,90,,90,,110,63,0.08975521305530372
47059447019,2024-10-05T08:33:30Z,82,,82,,110,63,0.07384615384615385
47049323046,2024-10-04T07:45:30Z,79,,79,,51,62,0.07040417209908735
47040630461,2024-10-03T06:58:30Z,79,,79,,43,61,0.08590604026845637
47031093559,2024-10-02T06:53:30Z,76,,76,,47,62,0.05188067444876784
47021766977,2024-10-01T06:47:30Z,73,,73,,60,62,0.07518796992481203
47008781243,2024-09-30T08:24:30Z,83,,83,,114,62,0.0977948226270374
46999516790,2024-09-29T06:35:30Z,64,,64,,57,63,0.11162790697674418
46989734814,2024-09-28T09:03:30Z,79,,79,,83,62,0.07285429141716566
46980839850,2024-09-27T07:45:30Z,81,,81,,96,63,0.08943089430894309
46970080662,2024-09-26T06:52:00Z,64,,64,,58,62,0.08709175738724728
46959520311,2024-09-25T06:57:30Z,69,,69,,71,62,0.08028335301062574
46951136630,2024-09-24T09:03:30Z,86,,86,,122,62,0.10253998118532455
46936894490,2024-09-23T06:54:00Z,77,,77,,88,64,0.08581235697940504
46930464307,2024-09-22T09:48:00Z,81,,81,,95,66,0.07545367717287488
46920571025,2024-09-21T08:55:00Z,74,,74,,104,64,0.07572115384615384
46910875645,2024-09-20T07:44:00Z,73,,73,,65,62,0.0681081081081081
46899830250,2024-09-19T06:13:30Z,66,,66,,33,62,0.057931034482758624
46890565137,2024-09-18T08:22:30Z,62,,62,,30,63,0.13216957605985039
46877884867,2024-09-17T06:54:30Z,81,,81,,77,64,0.0737618545837724
46866759196,2024-09-16T06:42:00Z,73,,73,,57,65,0.074719800747198
46857445944,2024-09-15T10:05:30Z,83,,83,,84,66,0.0831146106736658
46848551576,2024-09-14T09:44:30Z,73,,73,,39,67,0.1018981018981019
46835861516,2024-09-13T07:47:00Z,77,,77,,60,68,0.08333333333333333
46829562270,2024-09-12T08:31:30Z,86,,86,,78,70,0.12139737991266375
46818361707,2024-09-11T07:08:30Z,82,,82,,97,73,0.09206349206349207
46809762723,2024-09-10T06:53:30Z,74,,74,,78,74,0.07885304659498207
46798995425,2024-09-09T06:43:30Z,64,,64,,58,72,0.11026615969581749
46786228185,2024-09-08T07:15:00Z,55,,55,,41,68,0.183920704845815
46778388083,2024-09-07T08:36:30Z,80,,80,,86,68,0.06850828729281767
46769513788,2024-09-06T07:45:00Z,76,,76,,71,67,0.09113607990012484
46759090890,2024-09-05T07:20:00Z,73,,73,,53,66,0.07411907654921021
46749468477,2024-09-04T06:43:00Z,68,,68,,54,65,0.1068075117370892
46739522453,2024-09-03T06:36:00Z,75,,75,,69,64,0.08178438661710037
46730551989,2024-09-02T08:46:30Z,72,,72,,58,62,0.10932475884244373
46718371692,2024-09-01T03:46:00Z,70,,70,,37,62,0.1048252911813644
46709475012,2024-08-31T08:13:00Z,89,,89,,109,61,0.08818011257035648
46700188224,2024-08-30T07:44:30Z,81,,81,,88,62,0.0801564027370479
46686871098,2024-08-29T06:46:00Z,78,,78,,82,62,0.07477678571428571
46674856299,2024-08-28T06:42:00Z,82,,82,,88,62,0.0878099173553719
46662074653,2024-08-27T05:35:30Z,72,,72,,24,60,0.08042488619119878
46651942565,2024-08-26T07:35:30Z,71,,71,,80,58,0.14517876489707476
46641083175,2024-08-25T04:29:00Z,69,,69,,77,59,0.08163265306122448
46634366345,2024-08-24T08:39:30Z,89,,89,,134,59,0.08609271523178808
46623217197,2024-08-23T05:49:00Z,77,,77,,49,59,0.07112375533428165
46612087522,2024-08-22T05:49:30Z,75,,75,,76,60,0.07534983853606028
46602417582,2024-08-21T05:46:00Z,80,,80,,53,60,0.05935483870967742
46589796392,2024-08-20T05:03:30Z,62,,62,,70,58,0.09362549800796813
46582767657,2024-08-19T05:49:00Z,72,,72,,50,59,0.05961070559610705
46572921042,2024-08-18T09:33:00Z,82,,82,,85,60,0.083986562150056
46564200469,2024-08-17T10:05:00Z,75,,75,,96,60,0.10191082802547771
46551800182,2024-08-16T05:48:30Z,75,,75,,70,59,0.06796116504854369
46542255181,2024-08-15T05:50:00Z,72,,72,,63,60,0.06307490144546649
46532298172,2024-08-14T05:37:30Z,73,,73,,60,60,0.046357615894039736
46521180790,2024-08-13T04:29:00Z,79,,79,,43,62,0.06657789613848203
46511337259,2024-08-12T05:43:00Z,63,,63,,49,62,0.12224938875305623
46493323698,2024-08-10T09:53:30Z,74,,74,,79,63,0.07215332581736189
46481817972,2024-08-09T05:44:30Z,80,,80,,86,62,0.06807511737089202
46471679016,2024-08-08T05:33:00Z,70,,70,,16,63,0.04979253112033195
46460952967,2024-08-07T05:44:30Z,71,,71,,42,62,0.06200317965023847
46450063374,2024-08-06T02:31:00Z,58,,58,,12,61,0.04177545691906005
46434151780,2024-08-04T10:36:30Z,90,,90,,123,62,0.10244786944696282
46412663317,2024-08-02T05:49:30Z,64,,64,,63,62,0.10891089108910891
46402512054,2024-08-01T05:30:00Z,78,,78,,89,60,0.059202059202059204
46391539923,2024-07-31T05:39:00Z,80,,80,,46,62,0.0632111251580278
46382791271,2024-07-30T05:39:30Z,64,,64,,50,61,0.07518796992481203
46371093511,2024-07-29T04:48:30Z,74,,74,,44,61,0.08819875776397515
46363936843,2024-07-28T09:00:00Z,84,,84,,92,58,0.06309148264984227
46341088443,2024-07-26T05:47:00Z,78,,78,,59,59,0.06290956749672345
46331356898,2024-07-25T05:37:30Z,64,,64,,55,59,0.052930056710775046
46320881236,2024-07-24T05:48:00Z,74,,74,,58,59,0.0605296343001261
46307533175,2024-07-23T05:48:30Z,75,,75,,74,61,0.0970414201183432
46297242096,2024-07-22T05:40:30Z,77,,77,,64,61,0.08253094910591471
46288949217,2024-07-21T09:46:00Z,81,,81,,135,63,0.07988450433108758
46278684260,2024-07-20T10:40:00Z,83,,83,,66,64,0.08733624454148471
46256084026,2024-07-18T05:38:30Z,68,,68,,69,63,0.07692307692307693
46246380410,2024-07-17T05:46:00Z,71,,71,,41,61,0.05215123859191656
46233170180,2024-07-16T05:38:30Z,70,,70,,78,61,0.09111617312072894
46223109249,2024-07-15T05:36:00Z,64,,64,,22,60,0.09941520467836257
46214649962,2024-07-14T09:00:00Z,78,,78,,80,61,0.09770687936191426
46193262178,2024-07-12T05:45:30Z,67,,67,,48,61,0.0661625708884688
46183643498,2024-07-11T05:36:30Z,52,,52,,53,61,0.06771653543307087
46172096357,2024-07-10T05:28:00Z,55,,55,,39,62,0.059050064184852376
46160011111,2024-07-09T05:28:00Z,74,,74,,48,61,0.0749063670411985
46149651696,2024-07-08T05:28:00Z,63,,63,,32,59,0.0696594427244582
46096639236,2024-07-03T05:13:30Z,69,,69,,50,58,0.049079754601226995
46086892279,2024-07-02T05:24:30Z,68,,68,,65,57,0.04483430799220273
46074434611,2024-07-01T05:28:00Z,71,,71,,52,60,0.06342780026990553
46064018416,2024-06-30T09:12:00Z,72,,72,,63,62,0.09583858764186633
46055714188,2024-06-29T09:30:30Z,83,,83,,103,64,0.07222787385554426
46034039820,2024-06-27T05:26:00Z,69,,69,,52,61,0.06540880503144654
46022019663,2024-06-26T05:27:30Z,70,,70,,10,60,0.06273525721455459
46009637390,2024-06-25T05:26:30Z,80,,80,,66,58,0.09831181727904667
46001655286,2024-06-24T06:28:30Z,78,,78,,38,59,0.038314176245210725
45981748342,2024-06-22T09:57:00Z,67,,67,,54,59,0.12
45970690209,2024-06-21T10:37:00Z,83,,83,,55,59,0.10612244897959183
45949721857,2024-06-19T09:15:00Z,80,,80,,89,60,0.09823911028730306
45939746963,2024-06-18T09:50:00Z,82,,82,,51,60,0.08898678414096917
45927219284,2024-06-17T08:42:00Z,78,,78,,65,62,0.09586056644880174
45905395302,2024-06-15T08:28:30Z,82,,82,,100,62,0.09826589595375723
45895684481,2024-06-14T10:53:00Z,81,,81,,77,62,0.0803921568627451
45883015955,2024-06-13T10:32:00Z,86,,86,,85,61,0.0913978494623656
45874060125,2024-06-12T09:33:00Z,77,,77,,49,59,0.07446808510638298
45861183818,2024-06-11T08:38:30Z,81,,81,,44,61,0.08375378405650857
45850968548,2024-06-10T06:04:30Z,74,,74,,64,61,0.07096774193548387
45827950895,2024-06-08T09:13:30Z,77,,77,,68,60,0.10422812192723697
45786817303,2024-06-04T08:12:00Z,77,,77,,55,60,0.1165158371040724
45777008770,2024-06-03T11:20:30Z,80,,80,,68,61,0.12961443806398687
45764310866,2024-06-02T11:01:30Z,76,,76,,51,62,0.12511584800741427
45755810800,2024-06-01T10:53:00Z,81,,81,,71,61,0.10205908683974933
45745697919,2024-05-31T09:09:00Z,72,,72,,80,62,0.10840932117527863
45735731658,2024-05-30T10:17:30Z,67,,67,,76,61,0.1248688352570829
45724164301,2024-05-29T09:58:30Z,70,,70,,47,59,0.09908998988877654
45714524735,2024-05-28T10:43:00Z,79,,79,,77,60,0.10061919504643962
45699266990,2024-05-27T09:12:00Z,70,,70,,66,60,0.09066305818673884
45687351277,2024-05-26T10:53:00Z,80,,80,,88,60,0.08299096138044372
45672646984,2024-05-25T09:12:30Z,69,,69,,62,60,0.1043010752688172
45655401222,2024-05-23T07:37:30Z,77,,77,,72,61,0.0942507068803016
45644358045,2024-05-22T10:49:00Z,73,,73,,96,60,0.12100677637947725
45634041430,2024-05-21T11:23:00Z,86,,86,,99,62,0.10833333333333334
45621904857,2024-05-20T08:59:00Z,69,,69,,32,63,0.08122503328894808
45601448481,2024-05-18T11:03:30Z,84,,84,,91,63,0.09720885466794996
45591516835,2024-05-17T09:47:30Z,73,,73,,58,63,0.08955223880597014
45580788358,2024-05-16T09:49:00Z,81,,81,,50,62,0.08820614469772052
45568524872,2024-05-15T09:00:30Z,77,,77,,57,62,0.07863974495217853
45557226218,2024-05-14T09:40:30Z,89,,89,,103,63,0.11253430924062215
45533746351,2024-05-12T10:49:30Z,84,,84,,73,64,0.08341810783316378
45521719695,2024-05-11T09:12:30Z,86,,86,,166,64,0.0825057295645531
45511959557,2024-05-10T06:28:00Z,67,,67,,81,62,0.05442176870748299
45498846664,2024-05-09T04:02:30Z,54,,54,,27,60,0.12108559498956159
45490380882,2024-05-08T08:12:00Z,73,,73,,92,62,0.07897664071190211
45481177807,2024-05-07T09:00:00Z,65,,65,,77,63,0.09951845906902086
45435163660,2024-05-03T07:51:30Z,68,,68,,58,63,0.1061130334486736
45421867953,2024-05-02T07:25:30Z,65,,65,,51,62,0.0948905109489051
45410146281,2024-05-01T08:13:00Z,81,,81,,51,63,0.06922257720979766
45401164455,2024-04-30T08:39:00Z,68,,68,,70,65,0.12359550561797752
45385207977,2024-04-29T08:08:30Z,74,,74,,9,67,0.08804448563484708
45377277999,2024-04-28T09:17:00Z,78,,78,,71,67,0.08102564102564103
45366532953,2024-04-27T09:06:00Z,74,,74,,85,64,0.08195121951219513
45355815664,2024-04-26T07:42:30Z,74,,74,,102,64,0.07605344295991778
45345289210,2024-04-25T06:46:00Z,74,,74,,58,64,0.06888068880688807
45333748729,2024-04-24T07:35:00Z,70,,70,,98,65,0.0737618545837724
45324031303,2024-04-23T07:19:30Z,70,,70,,72,65,0.07771428571428571
45312093989,2024-04-22T07:48:00Z,77,,77,,63,65,0.09417596034696406
45300537142,2024-04-21T10:32:00Z,85,,85,,71,64,0.08516242317822652
45289151915,2024-04-20T08:52:30Z,83,,83,,78,67,0.0830945558739255
45278959169,2024-04-19T09:15:00Z,78,,78,,69,68,0.10117878192534381
45266529485,2024-04-18T07:18:00Z,78,,78,,50,71,0.08430913348946135
45250058675,2024-04-17T07:24:00Z,77,,77,,35,73,0.08196721311475409
45243532506,2024-04-16T07:37:30Z,71,,71,,52,71,0.09167671893848009
45232413172,2024-04-15T08:31:00Z,76,,76,,91,69,0.062432723358449946
45215983228,2024-04-14T03:17:00Z,43,,43,,10,67,0.1070559610705596
45207779234,2024-04-13T06:28:30Z,54,,54,,15,66,0.21333333333333335
45193766557,2024-04-12T05:13:00Z,71,,71,,42,65,0.06989247311827956
45188413227,2024-04-11T06:15:00Z,69,,69,,25,64,0.055710306406685235
45178143332,2024-04-10T07:54:00Z,79,,79,,70,63,0.08120133481646273
45167734309,2024-04-09T07:22:30Z,78,,78,,76,63,0.08943089430894309
45154465062,2024-04-08T08:03:00Z,72,,72,,46,63,0.08913308913308914
45135010634,2024-04-06T08:21:00Z,76,,76,,81,64,0.1029940119760479
45123295739,2024-04-05T09:29:30Z,75,,75,,19,66,0.10985915492957747
45111437341,2024-04-04T07:05:00Z,81,,81,,37,67,0.050188205771643665
45100263438,2024-04-03T08:56:30Z,73,,73,,74,65,0.08522727272727272
45087702046,2024-04-02T06:37:00Z,64,,64,,19,66,0.06779661016949153
45077212874,2024-04-01T09:10:30Z,61,,61,,36,64,0.1111111111111111
45063948045,2024-03-31T07:50:00Z,83,,83,,65,62,0.05509964830011723
45051370368,2024-03-30T07:58:00Z,70,,70,,60,62,0.06656346749226007
45041570935,2024-03-29T09:04:30Z,79,,79,,60,62,0.059332509270704575
45030541143,2024-03-28T09:44:30Z,78,,78,,109,64,0.09549356223175966
45018189657,2024-03-27T09:15:00Z,70,,70,,83,63,0.09175377468060394
45006494236,2024-03-26T07:40:30Z,72,,72,,75,64,0.08527131782945736
44992441522,2024-03-25T07:50:00Z,79,,79,,60,62,0.09803921568627451
44982261634,2024-03-24T10:33:00Z,81,,81,,123,62,0.0966183574879227
44969528199,2024-03-23T07:04:30Z,73,,73,,54,62,0.09842041312272175
44949002565,2024-03-21T07:07:30Z,55,,55,,59,62,0.18331374853113983
44936276239,2024-03-20T06:58:00Z,73,,73,,60,61,0.1104847801578354
44923058765,2024-03-19T03:53:00Z,60,,60,,40,59,0.07832422586520947
44913120982,2024-03-18T06:36:30Z,73,,73,,59,60,0.09379509379509379
44898062897,2024-03-17T08:09:00Z,80,,80,,65,61,0.10313447927199192
44878324956,2024-03-15T09:55:00Z,77,,77,,72,65,0.12104283054003724
44867817948,2024-03-14T07:59:00Z,87,,87,,108,67,0.06612784717119764
44833443958,2024-03-11T08:30:30Z,74,,74,,44,65,0.0876803551609323
44820282316,2024-03-10T07:59:00Z,81,,81,,70,63,0.07209737827715355
44807652123,2024-03-09T05:11:30Z,62,,62,,43,62,0.11374407582938388
44799739825,2024-03-08T08:42:00Z,75,,75,,70,61,0.09147424511545293
44787676025,2024-03-07T07:47:30Z,75,,75,,81,62,0.0968783638320775
44778180651,2024-03-06T07:05:30Z,76,,76,,82,63,0.08665906499429875
44761417452,2024-03-05T06:52:30Z,78,,78,,72,62,0.1038961038961039
